I,SLANGE,CROSS,E1,E2,E3,Energy,FORCE,CUTOFF
162,81.012,6.057e-07,12.151,47.117,53.014,120.0,N4LO+,500
162,81.012,5.222e-07,12.151,47.117,53.014,120.0,NLO,400
162,81.012,5.998e-07,12.151,47.117,53.014,120.0,N3LO,400
162,81.012,6.098e-07,12.151,47.117,53.014,120.0,N4LO,500
163,81.503,2.455e-06,1.941,52.016,38.325,100.0,N4LO+,450
163,81.503,2.196e-06,1.941,52.016,38.325,100.0,N2LO,400
163,81.503,1.977e-06,1.941,52.016,38.325,100.0,NLO,400
163,81.503,2.534e-06,1.941,52.016,38.325,100.0,N4LO+,500
163,81.503,2.137e-06,1.941,52.016,38.325,100.0,NLO,450
163,81.503,2.453e-06,1.941,52.016,38.325,100.0,N4LO,450
163,81.503,2.521e-06,1.941,52.016,38.325,100.0,N3LO,450
163,81.503,2.591e-06,1.941,52.016,38.325,100.0,N4LO,550
163,81.503,2.368e-06,1.941,52.016,38.325,100.0,N4LO+,400
163,81.503,2.434e-06,1.941,52.016,38.325,100.0,N3LO,400
163,81.503,7.464e-07,1.941,52.016,38.325,100.0,LO,400
163,81.503,2.43e-06,1.941,52.016,38.325,100.0,N2LO,450
163,81.503,8.405e-07,1.941,52.016,38.325,100.0,LO,450
163,81.503,2.364e-06,1.941,52.016,38.325,100.0,N4LO,400
163,81.503,2.596e-06,1.941,52.016,38.325,100.0,N4LO+,550
163,81.503,2.533e-06,1.941,52.016,38.325,100.0,N4LO,500
163,81.504,3.937e-07,11.87,47.522,52.89,120.0,LO,450
163,81.504,3.145e-07,11.87,47.522,52.89,120.0,LO,400
163,81.504,5.836e-07,11.87,47.522,52.89,120.0,NLO,450
163,81.504,6.225e-07,11.87,47.522,52.89,120.0,N3LO,400
163,81.504,6.32e-07,11.87,47.522,52.89,120.0,N3LO,450
163,81.504,6.197e-07,11.87,47.522,52.89,120.0,N2LO,450
163,81.504,6.294e-07,11.87,47.522,52.89,120.0,N4LO+,500
163,81.504,6.337e-07,11.87,47.522,52.89,120.0,N4LO,500
163,81.504,6.329e-07,11.87,47.522,52.89,120.0,N4LO+,550
163,81.504,6.14e-07,11.87,47.522,52.89,120.0,N4LO,400
163,81.504,6.22e-07,11.87,47.522,52.89,120.0,N4LO+,450
163,81.504,6.104e-07,11.87,47.522,52.89,120.0,N4LO+,400
163,81.504,5.413e-07,11.87,47.522,52.89,120.0,NLO,400
163,81.504,6.254e-07,11.87,47.522,52.89,120.0,N4LO,450
163,81.504,5.755e-07,11.87,47.522,52.89,120.0,N2LO,400
163,81.504,6.385e-07,11.87,47.522,52.89,120.0,N4LO,550
164,82.003,1.972e-06,1.766,52.484,38.032,100.0,NLO,400
164,82.003,2.596e-06,1.766,52.484,38.032,100.0,N4LO+,550
164,82.003,2.362e-06,1.766,52.484,38.032,100.0,N4LO,400
164,82.003,2.427e-06,1.766,52.484,38.032,100.0,N2LO,450
164,82.003,2.454e-06,1.766,52.484,38.032,100.0,N4LO+,450
164,82.003,2.131e-06,1.766,52.484,38.032,100.0,NLO,450
164,82.003,2.366e-06,1.766,52.484,38.032,100.0,N4LO+,400
164,82.003,8.294e-07,1.766,52.484,38.032,100.0,LO,450
164,82.003,2.451e-06,1.766,52.484,38.032,100.0,N4LO,450
164,82.003,2.194e-06,1.766,52.484,38.032,100.0,N2LO,400
164,82.003,2.533e-06,1.766,52.484,38.032,100.0,N4LO+,500
164,82.003,2.532e-06,1.766,52.484,38.032,100.0,N4LO,500
164,82.003,2.52e-06,1.766,52.484,38.032,100.0,N3LO,450
164,82.003,2.432e-06,1.766,52.484,38.032,100.0,N3LO,400
164,82.003,7.403e-07,1.766,52.484,38.032,100.0,LO,400
164,82.003,2.591e-06,1.766,52.484,38.032,100.0,N4LO,550
164,82.009,6.574e-07,11.584,47.937,52.761,120.0,N3LO,450
164,82.009,6.592e-07,11.584,47.937,52.761,120.0,N4LO+,550
164,82.009,3.228e-07,11.584,47.937,52.761,120.0,LO,400
164,82.009,6.449e-07,11.584,47.937,52.761,120.0,N2LO,450
164,82.009,6.344e-07,11.584,47.937,52.761,120.0,N4LO+,400
164,82.009,5.982e-07,11.584,47.937,52.761,120.0,N2LO,400
164,82.009,6.596e-07,11.584,47.937,52.761,120.0,N4LO,500
164,82.009,6.06e-07,11.584,47.937,52.761,120.0,NLO,450
164,82.009,6.381e-07,11.584,47.937,52.761,120.0,N4LO,400
164,82.009,6.472e-07,11.584,47.937,52.761,120.0,N3LO,400
164,82.009,6.649e-07,11.584,47.937,52.761,120.0,N4LO,550
164,82.009,6.552e-07,11.584,47.937,52.761,120.0,N4LO+,500
164,82.009,6.47e-07,11.584,47.937,52.761,120.0,N4LO+,450
164,82.009,6.505e-07,11.584,47.937,52.761,120.0,N4LO,450
164,82.009,5.619e-07,11.584,47.937,52.761,120.0,NLO,400
164,82.009,4.038e-07,11.584,47.937,52.761,120.0,LO,450
165,82.504,2.432e-06,1.597,52.955,37.73,100.0,N4LO,450
165,82.504,2.176e-06,1.597,52.955,37.73,100.0,N2LO,400
165,82.504,2.503e-06,1.597,52.955,37.73,100.0,N3LO,450
165,82.504,2.514e-06,1.597,52.955,37.73,100.0,N4LO,500
165,82.504,2.347e-06,1.597,52.955,37.73,100.0,N4LO+,400
165,82.504,2.414e-06,1.597,52.955,37.73,100.0,N3LO,400
165,82.504,7.303e-07,1.597,52.955,37.73,100.0,LO,400
165,82.504,1.955e-06,1.597,52.955,37.73,100.0,NLO,400
165,82.504,8.137e-07,1.597,52.955,37.73,100.0,LO,450
165,82.504,2.111e-06,1.597,52.955,37.73,100.0,NLO,450
165,82.504,2.573e-06,1.597,52.955,37.73,100.0,N4LO,550
165,82.504,2.343e-06,1.597,52.955,37.73,100.0,N4LO,400
165,82.504,2.515e-06,1.597,52.955,37.73,100.0,N4LO+,500
165,82.504,2.408e-06,1.597,52.955,37.73,100.0,N2LO,450
165,82.504,2.578e-06,1.597,52.955,37.73,100.0,N4LO+,550
165,82.504,2.435e-06,1.597,52.955,37.73,100.0,N4LO+,450
165,82.511,6.868e-07,11.301,48.352,52.629,120.0,N4LO,500
165,82.511,6.221e-07,11.301,48.352,52.629,120.0,N2LO,400
165,82.511,4.143e-07,11.301,48.352,52.629,120.0,LO,450
165,82.511,5.836e-07,11.301,48.352,52.629,120.0,NLO,400
165,82.511,6.597e-07,11.301,48.352,52.629,120.0,N4LO+,400
165,82.511,3.314e-07,11.301,48.352,52.629,120.0,LO,400
165,82.511,6.823e-07,11.301,48.352,52.629,120.0,N4LO+,500
165,82.511,6.768e-07,11.301,48.352,52.629,120.0,N4LO,450
165,82.511,6.295e-07,11.301,48.352,52.629,120.0,NLO,450
165,82.511,6.733e-07,11.301,48.352,52.629,120.0,N4LO+,450
165,82.511,6.634e-07,11.301,48.352,52.629,120.0,N4LO,400
165,82.511,6.732e-07,11.301,48.352,52.629,120.0,N3LO,400
165,82.511,6.714e-07,11.301,48.352,52.629,120.0,N2LO,450
165,82.511,6.927e-07,11.301,48.352,52.629,120.0,N4LO,550
165,82.511,6.868e-07,11.301,48.352,52.629,120.0,N4LO+,550
165,82.511,6.843e-07,11.301,48.352,52.629,120.0,N3LO,450
166,83.005,2.374e-06,1.432,53.43,37.42,100.0,N3LO,400
166,83.005,2.463e-06,1.432,53.43,37.42,100.0,N3LO,450
166,83.005,2.538e-06,1.432,53.43,37.42,100.0,N4LO+,550
166,83.005,2.533e-06,1.432,53.43,37.42,100.0,N4LO,550
166,83.005,2.304e-06,1.432,53.43,37.42,100.0,N4LO,400
166,83.005,2.392e-06,1.432,53.43,37.42,100.0,N4LO,450
166,83.005,2.072e-06,1.432,53.43,37.42,100.0,NLO,450
166,83.005,2.395e-06,1.432,53.43,37.42,100.0,N4LO+,450
166,83.005,2.368e-06,1.432,53.43,37.42,100.0,N2LO,450
166,83.005,2.473e-06,1.432,53.43,37.42,100.0,N4LO,500
166,83.005,2.475e-06,1.432,53.43,37.42,100.0,N4LO+,500
166,83.005,2.308e-06,1.432,53.43,37.42,100.0,N4LO+,400
166,83.005,2.14e-06,1.432,53.43,37.42,100.0,N2LO,400
166,83.005,7.149e-07,1.432,53.43,37.42,100.0,LO,400
166,83.005,7.918e-07,1.432,53.43,37.42,100.0,LO,450
166,83.005,1.92e-06,1.432,53.43,37.42,100.0,NLO,400
166,83.012,4.252e-07,11.021,48.767,52.494,120.0,LO,450
166,83.012,7.046e-07,11.021,48.767,52.494,120.0,N4LO,450
166,83.012,7.108e-07,11.021,48.767,52.494,120.0,N4LO+,500
166,83.012,6.543e-07,11.021,48.767,52.494,120.0,NLO,450
166,83.012,7.159e-07,11.021,48.767,52.494,120.0,N4LO+,550
166,83.012,6.9e-07,11.021,48.767,52.494,120.0,N4LO,400
166,83.012,7.006e-07,11.021,48.767,52.494,120.0,N3LO,400
166,83.012,6.864e-07,11.021,48.767,52.494,120.0,N4LO+,400
166,83.012,3.404e-07,11.021,48.767,52.494,120.0,LO,400
166,83.012,7.22e-07,11.021,48.767,52.494,120.0,N4LO,550
166,83.012,6.471e-07,11.021,48.767,52.494,120.0,N2LO,400
166,83.012,7.154e-07,11.021,48.767,52.494,120.0,N4LO,500
166,83.012,7.126e-07,11.021,48.767,52.494,120.0,N3LO,450
166,83.012,6.064e-07,11.021,48.767,52.494,120.0,NLO,400
166,83.012,6.992e-07,11.021,48.767,52.494,120.0,N2LO,450
166,83.012,7.01e-07,11.021,48.767,52.494,120.0,N4LO+,450
167,83.508,2.33e-06,1.275,53.907,37.101,100.0,N4LO+,450
167,83.508,2.465e-06,1.275,53.907,37.101,100.0,N4LO,550
167,83.508,2.245e-06,1.275,53.907,37.101,100.0,N4LO+,400
167,83.508,6.927e-07,1.275,53.907,37.101,100.0,LO,400
167,83.508,2.309e-06,1.275,53.907,37.101,100.0,N3LO,400
167,83.508,2.406e-06,1.275,53.907,37.101,100.0,N4LO,500
167,83.508,2.397e-06,1.275,53.907,37.101,100.0,N3LO,450
167,83.508,2.24e-06,1.275,53.907,37.101,100.0,N4LO,400
167,83.508,7.626e-07,1.275,53.907,37.101,100.0,LO,450
167,83.508,2.327e-06,1.275,53.907,37.101,100.0,N4LO,450
167,83.508,2.471e-06,1.275,53.907,37.101,100.0,N4LO+,550
167,83.508,2.081e-06,1.275,53.907,37.101,100.0,N2LO,400
167,83.508,1.865e-06,1.275,53.907,37.101,100.0,NLO,400
167,83.508,2.012e-06,1.275,53.907,37.101,100.0,NLO,450
167,83.508,2.303e-06,1.275,53.907,37.101,100.0,N2LO,450
167,83.508,2.408e-06,1.275,53.907,37.101,100.0,N4LO+,500
167,83.51,7.456e-07,10.743,49.181,52.358,120.0,N4LO,500
167,83.51,6.303e-07,10.743,49.181,52.358,120.0,NLO,400
167,83.51,6.734e-07,10.743,49.181,52.358,120.0,N2LO,400
167,83.51,3.496e-07,10.743,49.181,52.358,120.0,LO,400
167,83.51,7.144e-07,10.743,49.181,52.358,120.0,N4LO+,400
167,83.51,7.181e-07,10.743,49.181,52.358,120.0,N4LO,400
167,83.51,6.803e-07,10.743,49.181,52.358,120.0,NLO,450
167,83.51,4.365e-07,10.743,49.181,52.358,120.0,LO,450
167,83.51,7.338e-07,10.743,49.181,52.358,120.0,N4LO,450
167,83.51,7.301e-07,10.743,49.181,52.358,120.0,N4LO+,450
167,83.51,7.465e-07,10.743,49.181,52.358,120.0,N4LO+,550
167,83.51,7.408e-07,10.743,49.181,52.358,120.0,N4LO+,500
167,83.51,7.528e-07,10.743,49.181,52.358,120.0,N4LO,550
167,83.51,7.424e-07,10.743,49.181,52.358,120.0,N3LO,450
167,83.51,7.294e-07,10.743,49.181,52.358,120.0,N3LO,400
167,83.51,7.284e-07,10.743,49.181,52.358,120.0,N2LO,450
168,84.002,2.313e-06,1.126,54.378,36.779,100.0,N4LO+,500
168,84.002,2.234e-06,1.126,54.378,36.779,100.0,N4LO,450
168,84.002,2.374e-06,1.126,54.378,36.779,100.0,N4LO+,550
168,84.002,1.789e-06,1.126,54.378,36.779,100.0,NLO,400
168,84.002,2.302e-06,1.126,54.378,36.779,100.0,N3LO,450
168,84.002,2.311e-06,1.126,54.378,36.779,100.0,N4LO,500
168,84.002,1.998e-06,1.126,54.378,36.779,100.0,N2LO,400
168,84.002,2.368e-06,1.126,54.378,36.779,100.0,N4LO,550
168,84.002,1.929e-06,1.126,54.378,36.779,100.0,NLO,450
168,84.002,2.155e-06,1.126,54.378,36.779,100.0,N4LO+,400
168,84.002,2.237e-06,1.126,54.378,36.779,100.0,N4LO+,450
168,84.002,7.258e-07,1.126,54.378,36.779,100.0,LO,450
168,84.002,2.217e-06,1.126,54.378,36.779,100.0,N3LO,400
168,84.002,2.211e-06,1.126,54.378,36.779,100.0,N2LO,450
168,84.002,2.15e-06,1.126,54.378,36.779,100.0,N4LO,400
168,84.002,6.632e-07,1.126,54.378,36.779,100.0,LO,400
168,84.006,7.645e-07,10.469,49.594,52.218,120.0,N4LO,450
168,84.006,7.439e-07,10.469,49.594,52.218,120.0,N4LO+,400
168,84.006,6.555e-07,10.469,49.594,52.218,120.0,NLO,400
168,84.006,7.852e-07,10.469,49.594,52.218,120.0,N4LO,550
168,84.006,7.476e-07,10.469,49.594,52.218,120.0,N4LO,400
168,84.006,7.773e-07,10.469,49.594,52.218,120.0,N4LO,500
168,84.006,7.597e-07,10.469,49.594,52.218,120.0,N3LO,400
168,84.006,7.737e-07,10.469,49.594,52.218,120.0,N3LO,450
168,84.006,7.786e-07,10.469,49.594,52.218,120.0,N4LO+,550
168,84.006,7.59e-07,10.469,49.594,52.218,120.0,N2LO,450
168,84.006,7.607e-07,10.469,49.594,52.218,120.0,N4LO+,450
168,84.006,7.723e-07,10.469,49.594,52.218,120.0,N4LO+,500
168,84.006,7.077e-07,10.469,49.594,52.218,120.0,NLO,450
168,84.006,4.482e-07,10.469,49.594,52.218,120.0,LO,450
168,84.006,7.011e-07,10.469,49.594,52.218,120.0,N2LO,400
168,84.006,3.592e-07,10.469,49.594,52.218,120.0,LO,400
169,84.504,2.11e-06,0.982,54.858,36.442,100.0,N4LO,450
169,84.504,2.244e-06,0.982,54.858,36.442,100.0,N4LO+,550
169,84.504,1.819e-06,0.982,54.858,36.442,100.0,NLO,450
169,84.504,2.183e-06,0.982,54.858,36.442,100.0,N4LO,500
169,84.504,2.03e-06,0.982,54.858,36.442,100.0,N4LO,400
169,84.504,2.175e-06,0.982,54.858,36.442,100.0,N3LO,450
169,84.504,1.887e-06,0.982,54.858,36.442,100.0,N2LO,400
169,84.504,2.238e-06,0.982,54.858,36.442,100.0,N4LO,550
169,84.504,6.248e-07,0.982,54.858,36.442,100.0,LO,400
169,84.504,2.113e-06,0.982,54.858,36.442,100.0,N4LO+,450
169,84.504,2.088e-06,0.982,54.858,36.442,100.0,N2LO,450
169,84.504,2.186e-06,0.982,54.858,36.442,100.0,N4LO+,500
169,84.504,2.094e-06,0.982,54.858,36.442,100.0,N3LO,400
169,84.504,2.035e-06,0.982,54.858,36.442,100.0,N4LO+,400
169,84.504,6.799e-07,0.982,54.858,36.442,100.0,LO,450
169,84.504,1.688e-06,0.982,54.858,36.442,100.0,NLO,400
169,84.514,7.372e-07,10.191,50.019,52.072,120.0,NLO,450
169,84.514,4.606e-07,10.191,50.019,52.072,120.0,LO,450
169,84.514,7.759e-07,10.191,50.019,52.072,120.0,N4LO+,400
169,84.514,3.695e-07,10.191,50.019,52.072,120.0,LO,400
169,84.514,7.796e-07,10.191,50.019,52.072,120.0,N4LO,400
169,84.514,7.921e-07,10.191,50.019,52.072,120.0,N2LO,450
169,84.514,8.116e-07,10.191,50.019,52.072,120.0,N4LO,500
169,84.514,8.134e-07,10.191,50.019,52.072,120.0,N4LO+,550
169,84.514,7.977e-07,10.191,50.019,52.072,120.0,N4LO,450
169,84.514,6.826e-07,10.191,50.019,52.072,120.0,NLO,400
169,84.514,8.076e-07,10.191,50.019,52.072,120.0,N3LO,450
169,84.514,7.309e-07,10.191,50.019,52.072,120.0,N2LO,400
169,84.514,7.939e-07,10.191,50.019,52.072,120.0,N4LO+,450
169,84.514,8.202e-07,10.191,50.019,52.072,120.0,N4LO,550
169,84.514,8.064e-07,10.191,50.019,52.072,120.0,N4LO+,500
169,84.514,7.925e-07,10.191,50.019,52.072,120.0,N3LO,400
170,85.005,2.025e-06,0.845,55.341,36.096,100.0,N4LO,500
170,85.005,8.412e-07,9.923,50.431,51.928,120.0,N4LO+,500
170,85.005,8.489e-07,9.923,50.431,51.928,120.0,N4LO+,550
170,85.005,8.26e-07,9.923,50.431,51.928,120.0,N3LO,400
170,85.005,8.085e-07,9.923,50.431,51.928,120.0,N4LO+,400
170,85.005,6.256e-07,0.845,55.341,36.096,100.0,LO,450
170,85.005,1.685e-06,0.845,55.341,36.096,100.0,NLO,450
170,85.005,1.942e-06,0.845,55.341,36.096,100.0,N3LO,400
170,85.005,1.936e-06,0.845,55.341,36.096,100.0,N2LO,450
170,85.005,7.673e-07,9.923,50.431,51.928,120.0,NLO,450
170,85.005,8.466e-07,9.923,50.431,51.928,120.0,N4LO,500
170,85.005,8.56e-07,9.923,50.431,51.928,120.0,N4LO,550
170,85.005,8.259e-07,9.923,50.431,51.928,120.0,N2LO,450
170,85.005,8.123e-07,9.923,50.431,51.928,120.0,N4LO,400
170,85.005,1.75e-06,0.845,55.341,36.096,100.0,N2LO,400
170,85.005,8.277e-07,9.923,50.431,51.928,120.0,N4LO+,450
170,85.005,7.102e-07,9.923,50.431,51.928,120.0,NLO,400
170,85.005,1.887e-06,0.845,55.341,36.096,100.0,N4LO+,400
170,85.005,7.614e-07,9.923,50.431,51.928,120.0,N2LO,400
170,85.005,5.781e-07,0.845,55.341,36.096,100.0,LO,400
170,85.005,8.423e-07,9.923,50.431,51.928,120.0,N3LO,450
170,85.005,1.956e-06,0.845,55.341,36.096,100.0,N4LO,450
170,85.005,3.798e-07,9.923,50.431,51.928,120.0,LO,400
170,85.005,1.564e-06,0.845,55.341,36.096,100.0,NLO,400
170,85.005,2.076e-06,0.845,55.341,36.096,100.0,N4LO,550
170,85.005,1.96e-06,0.845,55.341,36.096,100.0,N4LO+,450
170,85.005,2.027e-06,0.845,55.341,36.096,100.0,N4LO+,500
170,85.005,4.732e-07,9.923,50.431,51.928,120.0,LO,450
170,85.005,8.316e-07,9.923,50.431,51.928,120.0,N4LO,450
170,85.005,2.018e-06,0.845,55.341,36.096,100.0,N3LO,450
170,85.005,1.882e-06,0.845,55.341,36.096,100.0,N4LO,400
170,85.005,2.083e-06,0.845,55.341,36.096,100.0,N4LO+,550
171,85.504,5.235e-07,0.717,55.823,35.742,100.0,LO,400
171,85.504,1.885e-06,0.717,55.823,35.742,100.0,N4LO,550
171,85.504,1.707e-06,0.717,55.823,35.742,100.0,N4LO,400
171,85.504,5.639e-07,0.717,55.823,35.742,100.0,LO,450
171,85.504,1.762e-06,0.717,55.823,35.742,100.0,N3LO,400
171,85.504,1.588e-06,0.717,55.823,35.742,100.0,N2LO,400
171,85.504,1.841e-06,0.717,55.823,35.742,100.0,N4LO+,500
171,85.504,1.775e-06,0.717,55.823,35.742,100.0,N4LO,450
171,85.504,1.779e-06,0.717,55.823,35.742,100.0,N4LO+,450
171,85.504,1.527e-06,0.717,55.823,35.742,100.0,NLO,450
171,85.504,1.418e-06,0.717,55.823,35.742,100.0,NLO,400
171,85.504,1.757e-06,0.717,55.823,35.742,100.0,N2LO,450
171,85.504,1.891e-06,0.717,55.823,35.742,100.0,N4LO+,550
171,85.504,1.838e-06,0.717,55.823,35.742,100.0,N4LO,500
171,85.504,1.712e-06,0.717,55.823,35.742,100.0,N4LO+,400
171,85.504,1.832e-06,0.717,55.823,35.742,100.0,N3LO,450
171,85.508,8.799e-07,9.651,50.854,51.778,120.0,N3LO,450
171,85.508,7.4e-07,9.651,50.854,51.778,120.0,NLO,400
171,85.508,3.908e-07,9.651,50.854,51.778,120.0,LO,400
171,85.508,8.789e-07,9.651,50.854,51.778,120.0,N4LO+,500
171,85.508,8.684e-07,9.651,50.854,51.778,120.0,N4LO,450
171,85.508,8.643e-07,9.651,50.854,51.778,120.0,N4LO+,450
171,85.508,4.866e-07,9.651,50.854,51.778,120.0,LO,450
171,85.508,8.947e-07,9.651,50.854,51.778,120.0,N4LO,550
171,85.508,7.998e-07,9.651,50.854,51.778,120.0,NLO,450
171,85.508,8.873e-07,9.651,50.854,51.778,120.0,N4LO+,550
171,85.508,8.439e-07,9.651,50.854,51.778,120.0,N4LO+,400
171,85.508,8.624e-07,9.651,50.854,51.778,120.0,N2LO,450
171,85.508,8.845e-07,9.651,50.854,51.778,120.0,N4LO,500
171,85.508,8.623e-07,9.651,50.854,51.778,120.0,N3LO,400
171,85.508,8.476e-07,9.651,50.854,51.778,120.0,N4LO,400
171,85.508,7.942e-07,9.651,50.854,51.778,120.0,N2LO,400
172,86.002,1.631e-06,0.597,56.306,35.378,100.0,N4LO+,500
172,86.002,1.67e-06,0.597,56.306,35.378,100.0,N4LO,550
172,86.002,1.516e-06,0.597,56.306,35.378,100.0,N4LO+,400
172,86.002,1.575e-06,0.597,56.306,35.378,100.0,N4LO+,450
172,86.002,1.572e-06,0.597,56.306,35.378,100.0,N4LO,450
172,86.002,1.556e-06,0.597,56.306,35.378,100.0,N2LO,450
172,86.002,4.96e-07,0.597,56.306,35.378,100.0,LO,450
172,86.002,1.622e-06,0.597,56.306,35.378,100.0,N3LO,450
172,86.002,1.511e-06,0.597,56.306,35.378,100.0,N4LO,400
172,86.002,1.351e-06,0.597,56.306,35.378,100.0,NLO,450
172,86.002,1.628e-06,0.597,56.306,35.378,100.0,N4LO,500
172,86.002,1.406e-06,0.597,56.306,35.378,100.0,N2LO,400
172,86.002,1.676e-06,0.597,56.306,35.378,100.0,N4LO+,550
172,86.002,4.623e-07,0.597,56.306,35.378,100.0,LO,400
172,86.002,1.255e-06,0.597,56.306,35.378,100.0,NLO,400
172,86.002,1.56e-06,0.597,56.306,35.378,100.0,N3LO,400
172,86.008,9.277e-07,9.382,51.276,51.624,120.0,N4LO+,550
172,86.008,9.243e-07,9.382,51.276,51.624,120.0,N4LO,500
172,86.008,9.005e-07,9.382,51.276,51.624,120.0,N3LO,400
172,86.008,9.006e-07,9.382,51.276,51.624,120.0,N2LO,450
172,86.008,9.184e-07,9.382,51.276,51.624,120.0,N4LO+,500
172,86.008,9.354e-07,9.382,51.276,51.624,120.0,N4LO,550
172,86.008,9.069e-07,9.382,51.276,51.624,120.0,N4LO,450
172,86.008,8.847e-07,9.382,51.276,51.624,120.0,N4LO,400
172,86.008,7.713e-07,9.382,51.276,51.624,120.0,NLO,400
172,86.008,8.338e-07,9.382,51.276,51.624,120.0,NLO,450
172,86.008,8.287e-07,9.382,51.276,51.624,120.0,N2LO,400
172,86.008,8.81e-07,9.382,51.276,51.624,120.0,N4LO+,400
172,86.008,4.022e-07,9.382,51.276,51.624,120.0,LO,400
172,86.008,9.193e-07,9.382,51.276,51.624,120.0,N3LO,450
172,86.008,5.004e-07,9.382,51.276,51.624,120.0,LO,450
172,86.008,9.027e-07,9.382,51.276,51.624,120.0,N4LO+,450
173,86.505,1.297e-06,0.485,56.796,35.0,100.0,N4LO,400
173,86.505,4.232e-07,0.485,56.796,35.0,100.0,LO,450
173,86.505,1.393e-06,0.485,56.796,35.0,100.0,N3LO,450
173,86.505,1.159e-06,0.485,56.796,35.0,100.0,NLO,450
173,86.505,1.339e-06,0.485,56.796,35.0,100.0,N3LO,400
173,86.505,1.353e-06,0.485,56.796,35.0,100.0,N4LO+,450
173,86.505,1.301e-06,0.485,56.796,35.0,100.0,N4LO+,400
173,86.505,1.401e-06,0.485,56.796,35.0,100.0,N4LO+,500
173,86.505,1.44e-06,0.485,56.796,35.0,100.0,N4LO+,550
173,86.505,1.398e-06,0.485,56.796,35.0,100.0,N4LO,500
173,86.505,1.207e-06,0.485,56.796,35.0,100.0,N2LO,400
173,86.505,1.336e-06,0.485,56.796,35.0,100.0,N2LO,450
173,86.505,1.076e-06,0.485,56.796,35.0,100.0,NLO,400
173,86.505,1.349e-06,0.485,56.796,35.0,100.0,N4LO,450
173,86.505,1.434e-06,0.485,56.796,35.0,100.0,N4LO,550
173,86.505,3.955e-07,0.485,56.796,35.0,100.0,LO,400
173,86.506,9.781e-07,9.116,51.697,51.469,120.0,N4LO,550
173,86.506,8.04e-07,9.116,51.697,51.469,120.0,NLO,400
173,86.506,4.14e-07,9.116,51.697,51.469,120.0,LO,400
173,86.506,9.7e-07,9.116,51.697,51.469,120.0,N4LO+,550
173,86.506,9.599e-07,9.116,51.697,51.469,120.0,N4LO+,500
173,86.506,9.406e-07,9.116,51.697,51.469,120.0,N2LO,450
173,86.506,9.474e-07,9.116,51.697,51.469,120.0,N4LO,450
173,86.506,9.2e-07,9.116,51.697,51.469,120.0,N4LO+,400
173,86.506,9.237e-07,9.116,51.697,51.469,120.0,N4LO,400
173,86.506,9.66e-07,9.116,51.697,51.469,120.0,N4LO,500
173,86.506,9.431e-07,9.116,51.697,51.469,120.0,N4LO+,450
173,86.506,5.147e-07,9.116,51.697,51.469,120.0,LO,450
173,86.506,8.694e-07,9.116,51.697,51.469,120.0,NLO,450
173,86.506,9.405e-07,9.116,51.697,51.469,120.0,N3LO,400
173,86.506,8.648e-07,9.116,51.697,51.469,120.0,N2LO,400
173,86.506,9.608e-07,9.116,51.697,51.469,120.0,N3LO,450
174,87.001,1.01e-06,8.854,52.117,51.311,120.0,N4LO,500
174,87.001,9.025e-07,8.854,52.117,51.311,120.0,N2LO,400
174,87.001,9.065e-07,8.854,52.117,51.311,120.0,NLO,450
174,87.001,9.606e-07,8.854,52.117,51.311,120.0,N4LO+,400
174,87.001,1.003e-06,8.854,52.117,51.311,120.0,N4LO+,500
174,87.001,1.014e-06,8.854,52.117,51.311,120.0,N4LO+,550
174,87.001,9.824e-07,8.854,52.117,51.311,120.0,N2LO,450
174,87.001,8.38e-07,8.854,52.117,51.311,120.0,NLO,400
174,87.001,9.823e-07,8.854,52.117,51.311,120.0,N3LO,400
174,87.001,9.851e-07,8.854,52.117,51.311,120.0,N4LO+,450
174,87.001,9.644e-07,8.854,52.117,51.311,120.0,N4LO,400
174,87.001,4.263e-07,8.854,52.117,51.311,120.0,LO,400
174,87.001,1.023e-06,8.854,52.117,51.311,120.0,N4LO,550
174,87.001,1.004e-06,8.854,52.117,51.311,120.0,N3LO,450
174,87.001,9.896e-07,8.854,52.117,51.311,120.0,N4LO,450
174,87.001,5.294e-07,8.854,52.117,51.311,120.0,LO,450
174,87.004,8.934e-07,0.384,57.285,34.613,100.0,NLO,400
174,87.004,1.158e-06,0.384,57.285,34.613,100.0,N3LO,450
174,87.004,1.081e-06,0.384,57.285,34.613,100.0,N4LO+,400
174,87.004,3.274e-07,0.384,57.285,34.613,100.0,LO,400
174,87.004,1.162e-06,0.384,57.285,34.613,100.0,N4LO,500
174,87.004,3.497e-07,0.384,57.285,34.613,100.0,LO,450
174,87.004,9.62e-07,0.384,57.285,34.613,100.0,NLO,450
174,87.004,1.078e-06,0.384,57.285,34.613,100.0,N4LO,400
174,87.004,1.192e-06,0.384,57.285,34.613,100.0,N4LO,550
174,87.004,1.124e-06,0.384,57.285,34.613,100.0,N4LO+,450
174,87.004,1.122e-06,0.384,57.285,34.613,100.0,N4LO,450
174,87.004,1.113e-06,0.384,57.285,34.613,100.0,N3LO,400
174,87.004,1.002e-06,0.384,57.285,34.613,100.0,N2LO,400
174,87.004,1.11e-06,0.384,57.285,34.613,100.0,N2LO,450
174,87.004,1.164e-06,0.384,57.285,34.613,100.0,N4LO+,500
174,87.004,1.197e-06,0.384,57.285,34.613,100.0,N4LO+,550
175,87.507,5.448e-07,8.589,52.548,51.146,120.0,LO,450
